Type	Chromosome	Start	End	-log10(q-value)	G-score	average amplitude	frequency
Amp	 14	105452794	105452794	0.744936	0.162607	0.985882	0.258824
Amp	 15	23812284	23812284	0.744936	0.162607	0.985882	0.258824
Amp	 15	30385150	30385150	0.744936	0.162607	0.985882	0.258824
Amp	 15	33261143	33261143	0.744936	0.162607	0.985882	0.258824
Amp	 15	34159962	34159962	0.744936	0.162607	0.985882	0.258824
Amp	 15	34445157	34445157	0.744936	0.162607	0.985882	0.258824
Amp	 15	34544484	34544484	0.744936	0.162607	0.985882	0.258824
Amp	 15	40031945	40031945	0.744936	0.162607	0.985882	0.258824
Amp	 15	40488814	40488814	0.744936	0.162607	0.985882	0.258824
Amp	 15	42146345	42146345	0.744936	0.162607	0.985882	0.258824
Amp	 15	42456663	42456663	0.744936	0.162607	0.985882	0.258824
Amp	 15	42980291	42980291	0.744936	0.162607	0.985882	0.258824
Amp	 15	43398201	43398201	0.744936	0.162607	0.985882	0.258824
Amp	 15	43641169	43641169	0.744936	0.162607	0.985882	0.258824
Amp	 15	43654127	43654127	0.744936	0.162607	0.985882	0.258824
Amp	 15	44629992	44629992	0.744936	0.162607	0.985882	0.258824
Amp	 15	45405557	45405557	0.744936	0.162607	0.985882	0.258824
Amp	 15	45454487	45454487	0.744936	0.162607	0.985882	0.258824
Amp	 15	48905275	48905275	0.744936	0.162607	0.985882	0.258824
Amp	 15	49327547	49327547	0.744936	0.162607	0.985882	0.258824
Amp	 15	50494828	50494828	0.744936	0.162607	0.985882	0.258824
Amp	 15	51974026	51974026	0.744936	0.162607	0.985882	0.258824
Amp	 15	54307493	54307493	0.744936	0.162607	0.985882	0.258824
Amp	 15	56388334	56388334	0.744936	0.162607	0.985882	0.258824
Amp	 15	63031659	63031659	0.744936	0.162607	0.985882	0.258824
Amp	 15	63571440	63571440	0.744936	0.162607	0.985882	0.258824
Amp	 15	63597901	63597901	0.744936	0.162607	0.985882	0.258824
Amp	 15	63618533	63618533	0.744936	0.162607	0.985882	0.258824
Amp	 15	64689869	64689869	0.744936	0.162607	0.985882	0.258824
Amp	 15	65360157	65360157	0.744936	0.162607	0.985882	0.258824
Amp	 15	65682658	65682658	0.744936	0.162607	0.985882	0.258824
Amp	 15	66273204	66273204	0.744936	0.162607	0.985882	0.258824
Amp	 15	77426041	77426041	0.744936	0.162607	0.985882	0.258824
Amp	 15	80263070	80263070	0.744936	0.162607	0.985882	0.258824
Amp	 15	81610792	81610792	0.744936	0.162607	0.985882	0.258824
Amp	 15	89398752	89398752	0.744936	0.162607	0.985882	0.258824
Amp	 15	90020032	90020032	0.744936	0.162607	0.985882	0.258824
Amp	 15	98511335	98511335	0.744936	0.162607	0.985882	0.258824
Amp	 15	100672248	100672248	0.744936	0.162607	0.985882	0.258824
Amp	 15	101814816	101814816	0.744936	0.162607	0.985882	0.258824
Amp	 16	1877784	1877784	0.744936	0.162607	0.985882	0.258824
Amp	 16	1889287	1889287	0.744936	0.162607	0.985882	0.258824
Amp	 16	2871437	2871437	0.744936	0.162607	0.985882	0.258824
Amp	 16	3299732	3299732	0.744936	0.162607	0.985882	0.258824
Amp	 16	3304361	3304361	0.744936	0.162607	0.985882	0.258824
Amp	 16	4410345	4410345	0.744936	0.162607	0.985882	0.258824
Amp	 16	4410345	4410345	0.744936	0.162607	0.985882	0.258824
Amp	 16	4516171	4516171	0.744936	0.162607	0.985882	0.258824
Amp	 16	16349596	16349596	0.744936	0.162607	0.985882	0.258824
Amp	 16	19725456	19725456	0.744936	0.162607	0.985882	0.258824
Amp	 16	20376819	20376819	0.744936	0.162607	0.985882	0.258824
Amp	 16	20787243	20787243	0.744936	0.162607	0.985882	0.258824
Amp	 16	20803569	20803569	0.744936	0.162607	0.985882	0.258824
Amp	 16	20826350	20826350	0.744936	0.162607	0.985882	0.258824
Amp	 16	20974800	20974800	0.744936	0.162607	0.985882	0.258824
Amp	 16	23647523	23647523	0.744936	0.162607	0.985882	0.258824
Amp	 16	27712962	27712962	0.744936	0.162607	0.985882	0.258824
Amp	 16	29818834	29818834	0.744936	0.162607	0.985882	0.258824
Amp	 16	29912330	29912330	0.744936	0.162607	0.985882	0.258824
Amp	 16	30080184	30080184	0.744936	0.162607	0.985882	0.258824
Amp	 16	30582345	30582345	0.744936	0.162607	0.985882	0.258824
Amp	 16	50368670	50368670	0.744936	0.162607	0.985882	0.258824
Amp	 16	53734562	53734562	0.744936	0.162607	0.985882	0.258824
Amp	 16	55850849	55850849	0.744936	0.162607	0.985882	0.258824
Amp	 16	56868680	56868680	0.744936	0.162607	0.985882	0.258824
Amp	 16	57153153	57153153	0.744936	0.162607	0.985882	0.258824
Amp	 16	66918588	66918588	0.744936	0.162607	0.985882	0.258824
Amp	 16	67863739	67863739	0.744936	0.162607	0.985882	0.258824
Amp	 16	67863868	67863868	0.744936	0.162607	0.985882	0.258824
Amp	 16	67919733	67919733	0.744936	0.162607	0.985882	0.258824
Amp	 16	68901115	68901115	0.744936	0.162607	0.985882	0.258824
Amp	 16	68936305	68936305	0.744936	0.162607	0.985882	0.258824
Amp	 16	69170741	69170741	0.744936	0.162607	0.985882	0.258824
Amp	 16	69745084	69745084	0.744936	0.162607	0.985882	0.258824
Amp	 16	70817393	70817393	0.744936	0.162607	0.985882	0.258824
Amp	 16	70941290	70941290	0.744936	0.162607	0.985882	0.258824
Amp	 16	72090095	72090095	0.744936	0.162607	0.985882	0.258824
Amp	 16	72822672	72822672	0.744936	0.162607	0.985882	0.258824
Amp	 16	72829238	72829238	0.744936	0.162607	0.985882	0.258824
Amp	 16	77387739	77387739	0.744936	0.162607	0.985882	0.258824
Amp	 16	81078265	81078265	0.744936	0.162607	0.985882	0.258824
Amp	 16	81301612	81301612	0.744936	0.162607	0.985882	0.258824
Amp	 16	84203621	84203621	0.744936	0.162607	0.985882	0.258824
Amp	 16	84778947	84778947	0.744936	0.162607	0.985882	0.258824
Amp	 16	87743194	87743194	0.744936	0.162607	0.985882	0.258824
Amp	 16	88599715	88599715	0.744936	0.162607	0.985882	0.258824
Amp	 16	89265452	89265452	0.744936	0.162607	0.985882	0.258824
Amp	 16	89341532	89341532	0.744936	0.162607	0.985882	0.258824
Amp	 16	89348604	89348604	0.744936	0.162607	0.985882	0.258824
Amp	 16	89574992	89574992	0.744936	0.162607	0.985882	0.258824
Amp	 16	89977507	89977507	0.744936	0.162607	0.985882	0.258824
Amp	 17	3493557	3493557	0.744936	0.162607	0.985882	0.258824
Amp	 17	3493557	3493557	0.744936	0.162607	0.985882	0.258824
Amp	 17	3680894	3680894	0.744936	0.162607	0.985882	0.258824
Amp	 17	4352556	4352556	0.744936	0.162607	0.985882	0.258824
Amp	 17	4389617	4389617	0.744936	0.162607	0.985882	0.258824
Amp	 17	4539244	4539244	0.744936	0.162607	0.985882	0.258824
Amp	 17	4685865	4685865	0.744936	0.162607	0.985882	0.258824
Amp	 17	5331494	5331494	0.744936	0.162607	0.985882	0.258824
Amp	 17	5341506	5341506	0.744936	0.162607	0.985882	0.258824
Amp	 17	5392400	5392400	0.744936	0.162607	0.985882	0.258824
Amp	 17	6945674	6945674	0.744936	0.162607	0.985882	0.258824
Amp	 17	7130991	7130991	0.744936	0.162607	0.985882	0.258824
Amp	 17	7186844	7186844	0.744936	0.162607	0.985882	0.258824
Amp	 17	7576872	7576872	0.744936	0.162607	0.985882	0.258824
Amp	 17	7577141	7577141	0.744936	0.162607	0.985882	0.258824
Amp	 17	8007506	8007506	0.744936	0.162607	0.985882	0.258824
Amp	 17	8224274	8224274	0.744936	0.162607	0.985882	0.258824
Amp	 17	10318880	10318880	0.744936	0.162607	0.985882	0.258824
Amp	 17	18044418	18044418	0.744936	0.162607	0.985882	0.258824
Amp	 17	18181600	18181600	0.744936	0.162607	0.985882	0.258824
Amp	 17	18220761	18220761	0.744936	0.162607	0.985882	0.258824
Amp	 17	19290370	19290370	0.744936	0.162607	0.985882	0.258824
Amp	 17	27381687	27381687	0.744936	0.162607	0.985882	0.258824
Amp	 17	29553466	29553466	0.744936	0.162607	0.985882	0.258824
Amp	 17	33288800	33288800	0.744936	0.162607	0.985882	0.258824
Amp	 17	33738880	33738880	0.744936	0.162607	0.985882	0.258824
Amp	 17	35921662	35921662	0.744936	0.162607	0.985882	0.258824
Amp	 17	35990172	35990172	0.744936	0.162607	0.985882	0.258824
Amp	 17	36478450	36478450	0.744936	0.162607	0.985882	0.258824
Amp	 17	36498942	36498942	0.744936	0.162607	0.985882	0.258824
Amp	 17	37331645	37331645	0.744936	0.162607	0.985882	0.258824
Amp	 17	37371051	37371051	0.744936	0.162607	0.985882	0.258824
Amp	 17	37565058	37565058	0.744936	0.162607	0.985882	0.258824
Amp	 17	37865583	37865583	0.744936	0.162607	0.985882	0.258824
Amp	 17	38636046	38636046	0.744936	0.162607	0.985882	0.258824
Amp	 17	38911444	38911444	0.744936	0.162607	0.985882	0.258824
Amp	 17	38933528	38933528	0.744936	0.162607	0.985882	0.258824
Amp	 17	38978467	38978467	0.744936	0.162607	0.985882	0.258824
Amp	 17	39520155	39520155	0.744936	0.162607	0.985882	0.258824
Amp	 17	39723742	39723742	0.744936	0.162607	0.985882	0.258824
Amp	 17	40345373	40345373	0.744936	0.162607	0.985882	0.258824
Amp	 17	40961468	40961468	0.744936	0.162607	0.985882	0.258824
Amp	 17	40997827	40997827	0.744936	0.162607	0.985882	0.258824
Amp	 17	40998181	40998181	0.744936	0.162607	0.985882	0.258824
Amp	 17	41061424	41061424	0.744936	0.162607	0.985882	0.258824
Amp	 17	42268183	42268183	0.744936	0.162607	0.985882	0.258824
Amp	 17	42397575	42397575	0.744936	0.162607	0.985882	0.258824
Amp	 17	42931666	42931666	0.744936	0.162607	0.985882	0.258824
Amp	 17	46703144	46703144	0.744936	0.162607	0.985882	0.258824
Amp	 17	48264264	48264264	0.744936	0.162607	0.985882	0.258824
Amp	 17	48274387	48274387	0.744936	0.162607	0.985882	0.258824
Amp	 17	51901338	51901338	0.744936	0.162607	0.985882	0.258824
Amp	 17	54933904	54933904	0.744936	0.162607	0.985882	0.258824
Amp	 17	55191968	55191968	0.744936	0.162607	0.985882	0.258824
Amp	 17	56387907	56387907	0.744936	0.162607	0.985882	0.258824
Amp	 17	59557282	59557282	0.744936	0.162607	0.985882	0.258824
Amp	 17	60629691	60629691	0.744936	0.162607	0.985882	0.258824
Amp	 17	67084341	67084341	0.744936	0.162607	0.985882	0.258824
Amp	 17	67189361	67189361	0.744936	0.162607	0.985882	0.258824
Amp	 17	72522135	72522135	0.744936	0.162607	0.985882	0.258824
Amp	 17	72915948	72915948	0.744936	0.162607	0.985882	0.258824
Amp	 17	73874484	73874484	0.744936	0.162607	0.985882	0.258824
Amp	 17	76046063	76046063	0.744936	0.162607	0.985882	0.258824
Amp	 17	76219681	76219681	0.744936	0.162607	0.985882	0.258824
Amp	 17	76547636	76547636	0.744936	0.162607	0.985882	0.258824
Amp	 17	79095364	79095364	0.744936	0.162607	0.985882	0.258824
Amp	 17	79980718	79980718	0.744936	0.162607	0.985882	0.258824
Amp	 17	80223654	80223654	0.744936	0.162607	0.985882	0.258824
Amp	 17	80887123	80887123	0.744936	0.162607	0.985882	0.258824
Amp	 18	166800	166800	0.744936	0.162607	0.985882	0.258824
Amp	 18	669087	669087	0.744936	0.162607	0.985882	0.258824
Amp	 18	7036071	7036071	0.744936	0.162607	0.985882	0.258824
Amp	 18	14851920	14851920	0.744936	0.162607	0.985882	0.258824
Amp	 18	19780647	19780647	0.744936	0.162607	0.985882	0.258824
Amp	 18	21456271	21456271	0.744936	0.162607	0.985882	0.258824
Amp	 18	21805039	21805039	0.744936	0.162607	0.985882	0.258824
Amp	 18	23873420	23873420	0.744936	0.162607	0.985882	0.258824
Amp	 18	29049202	29049202	0.744936	0.162607	0.985882	0.258824
Amp	 18	29488850	29488850	0.744936	0.162607	0.985882	0.258824
Amp	 18	44560122	44560122	0.744936	0.162607	0.985882	0.258824
Amp	 18	47911594	47911594	0.744936	0.162607	0.985882	0.258824
Amp	 18	48604707	48604707	0.744936	0.162607	0.985882	0.258824
Amp	 18	51863556	51863556	0.744936	0.162607	0.985882	0.258824
Amp	 18	52921795	52921795	0.744936	0.162607	0.985882	0.258824
Amp	 18	61328053	61328053	0.744936	0.162607	0.985882	0.258824
Amp	 18	66344327	66344327	0.744936	0.162607	0.985882	0.258824
Amp	 18	74092256	74092256	0.744936	0.162607	0.985882	0.258824
Amp	 19	1231082	1231082	0.744936	0.162607	0.985882	0.258824
Amp	 19	2877552	2877552	0.744936	0.162607	0.985882	0.258824
Amp	 19	4159679	4159679	0.744936	0.162607	0.985882	0.258824
Amp	 19	4217058	4217058	0.744936	0.162607	0.985882	0.258824
Amp	 19	6468613	6468613	0.744936	0.162607	0.985882	0.258824
Amp	 19	6678175	6678175	0.744936	0.162607	0.985882	0.258824
Amp	 19	8130885	8130885	0.744936	0.162607	0.985882	0.258824
Amp	 19	8137050	8137050	0.744936	0.162607	0.985882	0.258824
Amp	 19	9063081	9063081	0.744936	0.162607	0.985882	0.258824
Amp	 19	9086722	9086722	0.744936	0.162607	0.985882	0.258824
Amp	 19	9577668	9577668	0.744936	0.162607	0.985882	0.258824
Amp	 19	9764391	9764391	0.744936	0.162607	0.985882	0.258824
Amp	 19	10077030	10077030	0.744936	0.162607	0.985882	0.258824
Amp	 19	10131433	10131433	0.744936	0.162607	0.985882	0.258824
Amp	 19	11485463	11485463	0.744936	0.162607	0.985882	0.258824
Amp	 19	11598232	11598232	0.744936	0.162607	0.985882	0.258824
Amp	 19	11727890	11727890	0.744936	0.162607	0.985882	0.258824
Amp	 19	11891244	11891244	0.744936	0.162607	0.985882	0.258824
Amp	 19	11943028	11943028	0.744936	0.162607	0.985882	0.258824
Amp	 19	12541151	12541151	0.744936	0.162607	0.985882	0.258824
Amp	 19	12575993	12575993	0.744936	0.162607	0.985882	0.258824
Amp	 19	12575993	12575993	0.744936	0.162607	0.985882	0.258824
Amp	 19	12738924	12738924	0.744936	0.162607	0.985882	0.258824
Amp	 19	12978717	12978717	0.744936	0.162607	0.985882	0.258824
Amp	 19	13882941	13882941	0.744936	0.162607	0.985882	0.258824
Amp	 19	14001241	14001241	0.744936	0.162607	0.985882	0.258824
Amp	 19	14910626	14910626	0.744936	0.162607	0.985882	0.258824
Amp	 19	15052422	15052422	0.744936	0.162607	0.985882	0.258824
Amp	 19	15166319	15166319	0.744936	0.162607	0.985882	0.258824
Amp	 19	18171942	18171942	0.744936	0.162607	0.985882	0.258824
Amp	 19	18254596	18254596	0.744936	0.162607	0.985882	0.258824
Amp	 19	18331728	18331728	0.744936	0.162607	0.985882	0.258824
Amp	 19	20307941	20307941	0.744936	0.162607	0.985882	0.258824
Amp	 19	20828540	20828540	0.744936	0.162607	0.985882	0.258824
Amp	 19	21131706	21131706	0.744936	0.162607	0.985882	0.258824
Amp	 19	21477025	21477025	0.744936	0.162607	0.985882	0.258824
Amp	 19	21990986	21990986	0.744936	0.162607	0.985882	0.258824
Amp	 19	22154426	22154426	0.744936	0.162607	0.985882	0.258824
Amp	 19	22155182	22155182	0.744936	0.162607	0.985882	0.258824
Amp	 19	22156658	22156658	0.744936	0.162607	0.985882	0.258824
Amp	 19	22363269	22363269	0.744936	0.162607	0.985882	0.258824
Amp	 19	22375868	22375868	0.744936	0.162607	0.985882	0.258824
Amp	 19	22941701	22941701	0.744936	0.162607	0.985882	0.258824
Amp	 19	24310259	24310259	0.744936	0.162607	0.985882	0.258824
Amp	 19	33424413	33424413	0.744936	0.162607	0.985882	0.258824
Amp	 19	33585125	33585125	0.744936	0.162607	0.985882	0.258824
Amp	 19	35719036	35719036	0.744936	0.162607	0.985882	0.258824
Amp	 19	36003565	36003565	0.744936	0.162607	0.985882	0.258824
Amp	 19	36104790	36104790	0.744936	0.162607	0.985882	0.258824
Amp	 19	37904679	37904679	0.744936	0.162607	0.985882	0.258824
Amp	 19	38103485	38103485	0.744936	0.162607	0.985882	0.258824
Amp	 19	39034472	39034472	0.744936	0.162607	0.985882	0.258824
Amp	 19	39058526	39058526	0.744936	0.162607	0.985882	0.258824
Amp	 19	39914024	39914024	0.744936	0.162607	0.985882	0.258824
Amp	 19	41510063	41510063	0.744936	0.162607	0.985882	0.258824
Amp	 19	41765628	41765628	0.744936	0.162607	0.985882	0.258824
Amp	 19	42260697	42260697	0.744936	0.162607	0.985882	0.258824
Amp	 19	42791519	42791519	0.744936	0.162607	0.985882	0.258824
Amp	 19	43023285	43023285	0.744936	0.162607	0.985882	0.258824
Amp	 19	43382088	43382088	0.744936	0.162607	0.985882	0.258824
Amp	 19	43382097	43382097	0.744936	0.162607	0.985882	0.258824
Amp	 19	43762470	43762470	0.744936	0.162607	0.985882	0.258824
Amp	 19	43965651	43965651	0.744936	0.162607	0.985882	0.258824
Amp	 19	44352333	44352333	0.744936	0.162607	0.985882	0.258824
Amp	 19	44777910	44777910	0.744936	0.162607	0.985882	0.258824
Amp	 19	44981148	44981148	0.744936	0.162607	0.985882	0.258824
Amp	 19	45853951	45853951	0.744936	0.162607	0.985882	0.258824
Amp	 19	45924503	45924503	0.744936	0.162607	0.985882	0.258824
Amp	 19	48607854	48607854	0.744936	0.162607	0.985882	0.258824
Amp	 19	49238718	49238718	0.744936	0.162607	0.985882	0.258824
Amp	 19	49340661	49340661	0.744936	0.162607	0.985882	0.258824
Amp	 19	49376675	49376675	0.744936	0.162607	0.985882	0.258824
Amp	 19	49956647	49956647	0.744936	0.162607	0.985882	0.258824
Amp	 19	50213608	50213608	0.744936	0.162607	0.985882	0.258824
Amp	 19	51170802	51170802	0.744936	0.162607	0.985882	0.258824
Amp	 19	51462481	51462481	0.744936	0.162607	0.985882	0.258824
Amp	 19	52376683	52376683	0.744936	0.162607	0.985882	0.258824
Amp	 19	52496386	52496386	0.744936	0.162607	0.985882	0.258824
Amp	 19	52568685	52568685	0.744936	0.162607	0.985882	0.258824
Amp	 19	52620220	52620220	0.744936	0.162607	0.985882	0.258824
Amp	 19	53058277	53058277	0.744936	0.162607	0.985882	0.258824
Amp	 19	53269648	53269648	0.744936	0.162607	0.985882	0.258824
Amp	 19	53793500	53793500	0.744936	0.162607	0.985882	0.258824
Amp	 19	53993908	53993908	0.744936	0.162607	0.985882	0.258824
Amp	 19	54327313	54327313	0.744936	0.162607	0.985882	0.258824
Amp	 19	54930435	54930435	0.744936	0.162607	0.985882	0.258824
Amp	 19	55331318	55331318	0.744936	0.162607	0.985882	0.258824
Amp	 19	57175326	57175326	0.744936	0.162607	0.985882	0.258824
Amp	 19	57955289	57955289	0.744936	0.162607	0.985882	0.258824
Amp	 19	58059286	58059286	0.744936	0.162607	0.985882	0.258824
Amp	 19	58420771	58420771	0.744936	0.162607	0.985882	0.258824
Amp	 19	58868799	58868799	0.744936	0.162607	0.985882	0.258824
Amp	 2	1459936	1459936	0.744936	0.162607	0.985882	0.258824
Amp	 2	1658259	1658259	0.744936	0.162607	0.985882	0.258824
Amp	 2	3729251	3729251	0.744936	0.162607	0.985882	0.258824
Amp	 2	8940534	8940534	0.744936	0.162607	0.985882	0.258824
Amp	 2	10188456	10188456	0.744936	0.162607	0.985882	0.258824
Amp	 2	12880499	12880499	0.744936	0.162607	0.985882	0.258824
Amp	 2	20402684	20402684	0.744936	0.162607	0.985882	0.258824
Amp	 2	21230885	21230885	0.744936	0.162607	0.985882	0.258824
Amp	 2	21235517	21235517	0.744936	0.162607	0.985882	0.258824
Amp	 2	23980470	23980470	0.744936	0.162607	0.985882	0.258824
Amp	 2	23980572	23980572	0.744936	0.162607	0.985882	0.258824
Amp	 2	24194160	24194160	0.744936	0.162607	0.985882	0.258824
Amp	 2	25965568	25965568	0.744936	0.162607	0.985882	0.258824
Amp	 2	25966471	25966471	0.744936	0.162607	0.985882	0.258824
Amp	 2	26540402	26540402	0.744936	0.162607	0.985882	0.258824
Amp	 2	26804238	26804238	0.744936	0.162607	0.985882	0.258824
Amp	 2	27601130	27601130	0.744936	0.162607	0.985882	0.258824
Amp	 2	27685650	27685650	0.744936	0.162607	0.985882	0.258824
Amp	 2	27799936	27799936	0.744936	0.162607	0.985882	0.258824
Amp	 2	28741376	28741376	0.744936	0.162607	0.985882	0.258824
Amp	 2	29226515	29226515	0.744936	0.162607	0.985882	0.258824
Amp	 2	29274730	29274730	0.744936	0.162607	0.985882	0.258824
Amp	 2	32740182	32740182	0.744936	0.162607	0.985882	0.258824
Amp	 2	37873084	37873084	0.744936	0.162607	0.985882	0.258824
Amp	 2	39095501	39095501	0.744936	0.162607	0.985882	0.258824
Amp	 2	42936057	42936057	0.744936	0.162607	0.985882	0.258824
Amp	 2	43520028	43520028	0.744936	0.162607	0.985882	0.258824
Amp	 2	43768317	43768317	0.744936	0.162607	0.985882	0.258824
Amp	 2	44539813	44539813	0.744936	0.162607	0.985882	0.258824
Amp	 2	48808125	48808125	0.744936	0.162607	0.985882	0.258824
Amp	 2	48808125	48808125	0.744936	0.162607	0.985882	0.258824
Amp	 2	48808713	48808713	0.744936	0.162607	0.985882	0.258824
Amp	 2	48808713	48808713	0.744936	0.162607	0.985882	0.258824
Amp	 2	48809385	48809385	0.744936	0.162607	0.985882	0.258824
Amp	 2	48809385	48809385	0.744936	0.162607	0.985882	0.258824
Amp	 2	54114446	54114446	0.744936	0.162607	0.985882	0.258824
Amp	 2	54859746	54859746	0.744936	0.162607	0.985882	0.258824
Amp	 2	55077329	55077329	0.744936	0.162607	0.985882	0.258824
Amp	 2	55489556	55489556	0.744936	0.162607	0.985882	0.258824
Amp	 2	63223812	63223812	0.744936	0.162607	0.985882	0.258824
Amp	 2	64193009	64193009	0.744936	0.162607	0.985882	0.258824
Amp	 2	71650501	71650501	0.744936	0.162607	0.985882	0.258824
Amp	 2	73315391	73315391	0.744936	0.162607	0.985882	0.258824
Amp	 2	73716786	73716786	0.744936	0.162607	0.985882	0.258824
Amp	 2	75185856	75185856	0.744936	0.162607	0.985882	0.258824
Amp	 2	85554760	85554760	0.744936	0.162607	0.985882	0.258824
Amp	 2	85890602	85890602	0.744936	0.162607	0.985882	0.258824
Amp	 2	86831237	86831237	0.744936	0.162607	0.985882	0.258824
Amp	 2	95815658	95815658	0.744936	0.162607	0.985882	0.258824
Amp	 2	97213229	97213229	0.744936	0.162607	0.985882	0.258824
Amp	 2	97830177	97830177	0.744936	0.162607	0.985882	0.258824
Amp	 2	97851230	97851230	0.744936	0.162607	0.985882	0.258824
Amp	 2	98834430	98834430	0.744936	0.162607	0.985882	0.258824
Amp	 2	99767026	99767026	0.744936	0.162607	0.985882	0.258824
Amp	 2	102957244	102957244	0.744936	0.162607	0.985882	0.258824
Amp	 2	103120040	103120040	0.744936	0.162607	0.985882	0.258824
Amp	 2	113082061	113082061	0.744936	0.162607	0.985882	0.258824
Amp	 2	113671378	113671378	0.744936	0.162607	0.985882	0.258824
Amp	 2	120438515	120438515	0.744936	0.162607	0.985882	0.258824
Amp	 2	132241725	132241725	0.744936	0.162607	0.985882	0.258824
Amp	 2	133540233	133540233	0.744936	0.162607	0.985882	0.258824
Amp	 2	141143563	141143563	0.744936	0.162607	0.985882	0.258824
Amp	 2	157332685	157332685	0.744936	0.162607	0.985882	0.258824
Amp	 2	162730490	162730490	0.744936	0.162607	0.985882	0.258824
Amp	 2	163137881	163137881	0.744936	0.162607	0.985882	0.258824
Amp	 2	166859010	166859010	0.744936	0.162607	0.985882	0.258824
Amp	 2	166911220	166911220	0.744936	0.162607	0.985882	0.258824
Amp	 2	169757864	169757864	0.744936	0.162607	0.985882	0.258824
Amp	 2	170103962	170103962	0.744936	0.162607	0.985882	0.258824
Amp	 2	178098752	178098752	0.744936	0.162607	0.985882	0.258824
Amp	 2	178981017	178981017	0.744936	0.162607	0.985882	0.258824
Amp	 2	179398509	179398509	0.744936	0.162607	0.985882	0.258824
Amp	 2	179458387	179458387	0.744936	0.162607	0.985882	0.258824
Amp	 2	179575986	179575986	0.744936	0.162607	0.985882	0.258824
Amp	 2	179593695	179593695	0.744936	0.162607	0.985882	0.258824
Amp	 2	179642592	179642592	0.744936	0.162607	0.985882	0.258824
Amp	 2	183584837	183584837	0.744936	0.162607	0.985882	0.258824
Amp	 2	184024310	184024310	0.744936	0.162607	0.985882	0.258824
Amp	 2	187521091	187521091	0.744936	0.162607	0.985882	0.258824
Amp	 2	189869038	189869038	0.744936	0.162607	0.985882	0.258824
Amp	 2	189872861	189872861	0.744936	0.162607	0.985882	0.258824
Amp	 2	196837033	196837033	0.744936	0.162607	0.985882	0.258824
Amp	 2	198953613	198953613	0.744936	0.162607	0.985882	0.258824
Amp	 2	200820862	200820862	0.744936	0.162607	0.985882	0.258824
Amp	 2	200828479	200828479	0.744936	0.162607	0.985882	0.258824
Amp	 2	202557686	202557686	0.744936	0.162607	0.985882	0.258824
Amp	 2	207615703	207615703	0.744936	0.162607	0.985882	0.258824
Amp	 2	210559728	210559728	0.744936	0.162607	0.985882	0.258824
Amp	 2	216236762	216236762	0.744936	0.162607	0.985882	0.258824
Amp	 2	216242918	216242918	0.744936	0.162607	0.985882	0.258824
Amp	 2	219339556	219339556	0.744936	0.162607	0.985882	0.258824
Amp	 2	219508216	219508216	0.744936	0.162607	0.985882	0.258824
Amp	 2	220072127	220072127	0.744936	0.162607	0.985882	0.258824
Amp	 2	223436603	223436603	0.744936	0.162607	0.985882	0.258824
Amp	 2	225750859	225750859	0.744936	0.162607	0.985882	0.258824
Amp	 2	227896687	227896687	0.744936	0.162607	0.985882	0.258824
Amp	 2	228153938	228153938	0.744936	0.162607	0.985882	0.258824
Amp	 2	228168602	228168602	0.744936	0.162607	0.985882	0.258824
Amp	 2	228846437	228846437	0.744936	0.162607	0.985882	0.258824
Amp	 2	230450624	230450624	0.744936	0.162607	0.985882	0.258824
Amp	 2	230667085	230667085	0.744936	0.162607	0.985882	0.258824
Amp	 2	231988327	231988327	0.744936	0.162607	0.985882	0.258824
Amp	 2	232321362	232321362	0.744936	0.162607	0.985882	0.258824
Amp	 2	234399862	234399862	0.744936	0.162607	0.985882	0.258824
Amp	 2	235951095	235951095	0.744936	0.162607	0.985882	0.258824
Amp	 2	238290085	238290085	0.744936	0.162607	0.985882	0.258824
Amp	 20	239757	239757	0.744936	0.162607	0.985882	0.258824
Amp	 20	3025116	3025116	0.744936	0.162607	0.985882	0.258824
Amp	 20	3128491	3128491	0.744936	0.162607	0.985882	0.258824
Amp	 20	3515938	3515938	0.744936	0.162607	0.985882	0.258824
Amp	 20	4680258	4680258	0.744936	0.162607	0.985882	0.258824
Amp	 20	7886911	7886911	0.744936	0.162607	0.985882	0.258824
Amp	 20	9520245	9520245	0.744936	0.162607	0.985882	0.258824
Amp	 20	16486771	16486771	0.744936	0.162607	0.985882	0.258824
Amp	 20	17581390	17581390	0.744936	0.162607	0.985882	0.258824
Amp	 20	18535813	18535813	0.744936	0.162607	0.985882	0.258824
Amp	 20	20150095	20150095	0.744936	0.162607	0.985882	0.258824
Amp	 20	31291851	31291851	0.744936	0.162607	0.985882	0.258824
Amp	 20	33706459	33706459	0.744936	0.162607	0.985882	0.258824
Amp	 20	35310964	35310964	0.744936	0.162607	0.985882	0.258824
Amp	 20	36999446	36999446	0.744936	0.162607	0.985882	0.258824
Amp	 20	37576568	37576568	0.744936	0.162607	0.985882	0.258824
Amp	 20	43940524	43940524	0.744936	0.162607	0.985882	0.258824
Amp	 20	45354472	45354472	0.744936	0.162607	0.985882	0.258824
Amp	 20	47691897	47691897	0.744936	0.162607	0.985882	0.258824
Amp	 20	47835942	47835942	0.744936	0.162607	0.985882	0.258824
Amp	 20	47841660	47841660	0.744936	0.162607	0.985882	0.258824
Amp	 20	56185231	56185231	0.744936	0.162607	0.985882	0.258824
Amp	 20	57782064	57782064	0.744936	0.162607	0.985882	0.258824
