Type	Chromosome	Start	End	-log10(q-value)	G-score	average amplitude	frequency
Amp	 14	24617258	24617258	0.744936	0.162607	0.985882	0.258824
Amp	 14	24773332	24773332	0.744936	0.162607	0.985882	0.258824
Amp	 14	24776653	24776653	0.744936	0.162607	0.985882	0.258824
Amp	 14	24779977	24779977	0.744936	0.162607	0.985882	0.258824
Amp	 14	24779977	24779977	0.744936	0.162607	0.985882	0.258824
Amp	 14	24878988	24878988	0.744936	0.162607	0.985882	0.258824
Amp	 14	24897556	24897556	0.744936	0.162607	0.985882	0.258824
Amp	 14	24901294	24901294	0.744936	0.162607	0.985882	0.258824
Amp	 14	24901546	24901546	0.744936	0.162607	0.985882	0.258824
Amp	 14	31062775	31062775	0.744936	0.162607	0.985882	0.258824
Amp	 14	31071289	31071289	0.744936	0.162607	0.985882	0.258824
Amp	 14	31071310	31071310	0.744936	0.162607	0.985882	0.258824
Amp	 14	31420117	31420117	0.744936	0.162607	0.985882	0.258824
Amp	 14	31585658	31585658	0.744936	0.162607	0.985882	0.258824
Amp	 14	31869645	31869645	0.744936	0.162607	0.985882	0.258824
Amp	 14	36096362	36096362	0.744936	0.162607	0.985882	0.258824
Amp	 14	36226087	36226087	0.744936	0.162607	0.985882	0.258824
Amp	 14	44975085	44975085	0.744936	0.162607	0.985882	0.258824
Amp	 14	44975115	44975115	0.744936	0.162607	0.985882	0.258824
Amp	 14	45605632	45605632	0.744936	0.162607	0.985882	0.258824
Amp	 14	45642331	45642331	0.744936	0.162607	0.985882	0.258824
Amp	 14	47342701	47342701	0.744936	0.162607	0.985882	0.258824
Amp	 14	47342701	47342701	0.744936	0.162607	0.985882	0.258824
Amp	 14	47389261	47389261	0.744936	0.162607	0.985882	0.258824
Amp	 14	47389261	47389261	0.744936	0.162607	0.985882	0.258824
Amp	 14	50092663	50092663	0.744936	0.162607	0.985882	0.258824
Amp	 14	50100300	50100300	0.744936	0.162607	0.985882	0.258824
Amp	 14	50100501	50100501	0.744936	0.162607	0.985882	0.258824
Amp	 14	50114035	50114035	0.744936	0.162607	0.985882	0.258824
Amp	 14	50558374	50558374	0.744936	0.162607	0.985882	0.258824
Amp	 14	50626790	50626790	0.744936	0.162607	0.985882	0.258824
Amp	 14	50628215	50628215	0.744936	0.162607	0.985882	0.258824
Amp	 14	50655357	50655357	0.744936	0.162607	0.985882	0.258824
Amp	 14	50799131	50799131	0.744936	0.162607	0.985882	0.258824
Amp	 14	52465236	52465236	0.744936	0.162607	0.985882	0.258824
Amp	 14	52485946	52485946	0.744936	0.162607	0.985882	0.258824
Amp	 14	55369176	55369176	0.744936	0.162607	0.985882	0.258824
Amp	 14	55604944	55604944	0.744936	0.162607	0.985882	0.258824
Amp	 14	56084790	56084790	0.744936	0.162607	0.985882	0.258824
Amp	 14	58598337	58598337	0.744936	0.162607	0.985882	0.258824
Amp	 14	58598373	58598373	0.744936	0.162607	0.985882	0.258824
Amp	 14	58604908	58604908	0.744936	0.162607	0.985882	0.258824
Amp	 14	58923425	58923425	0.744936	0.162607	0.985882	0.258824
Amp	 14	58954668	58954668	0.744936	0.162607	0.985882	0.258824
Amp	 14	60585243	60585243	0.744936	0.162607	0.985882	0.258824
Amp	 14	60749696	60749696	0.744936	0.162607	0.985882	0.258824
Amp	 14	61545610	61545610	0.744936	0.162607	0.985882	0.258824
Amp	 14	62204958	62204958	0.744936	0.162607	0.985882	0.258824
Amp	 14	64444708	64444708	0.744936	0.162607	0.985882	0.258824
Amp	 14	64568678	64568678	0.744936	0.162607	0.985882	0.258824
Amp	 14	64924990	64924990	0.744936	0.162607	0.985882	0.258824
Amp	 14	65381197	65381197	0.744936	0.162607	0.985882	0.258824
Amp	 14	65406402	65406402	0.744936	0.162607	0.985882	0.258824
Amp	 14	65494454	65494454	0.744936	0.162607	0.985882	0.258824
Amp	 14	65494454	65494454	0.744936	0.162607	0.985882	0.258824
Amp	 14	67864449	67864449	0.744936	0.162607	0.985882	0.258824
Amp	 14	68193749	68193749	0.744936	0.162607	0.985882	0.258824
Amp	 14	69257136	69257136	0.744936	0.162607	0.985882	0.258824
Amp	 14	70237242	70237242	0.744936	0.162607	0.985882	0.258824
Amp	 14	70925172	70925172	0.744936	0.162607	0.985882	0.258824
Amp	 14	70990282	70990282	0.744936	0.162607	0.985882	0.258824
Amp	 14	71199975	71199975	0.744936	0.162607	0.985882	0.258824
Amp	 14	71206848	71206848	0.744936	0.162607	0.985882	0.258824
Amp	 14	73985771	73985771	0.744936	0.162607	0.985882	0.258824
Amp	 14	74040095	74040095	0.744936	0.162607	0.985882	0.258824
Amp	 14	74203789	74203789	0.744936	0.162607	0.985882	0.258824
Amp	 14	74346825	74346825	0.744936	0.162607	0.985882	0.258824
Amp	 14	74522382	74522382	0.744936	0.162607	0.985882	0.258824
Amp	 14	74824202	74824202	0.744936	0.162607	0.985882	0.258824
Amp	 14	74969466	74969466	0.744936	0.162607	0.985882	0.258824
Amp	 14	75182665	75182665	0.744936	0.162607	0.985882	0.258824
Amp	 14	75230953	75230953	0.744936	0.162607	0.985882	0.258824
Amp	 14	75248854	75248854	0.744936	0.162607	0.985882	0.258824
Amp	 14	75265563	75265563	0.744936	0.162607	0.985882	0.258824
Amp	 14	75269366	75269366	0.744936	0.162607	0.985882	0.258824
Amp	 14	75329891	75329891	0.744936	0.162607	0.985882	0.258824
Amp	 14	75376677	75376677	0.744936	0.162607	0.985882	0.258824
Amp	 14	75513828	75513828	0.744936	0.162607	0.985882	0.258824
Amp	 14	76447067	76447067	0.744936	0.162607	0.985882	0.258824
Amp	 14	77844384	77844384	0.744936	0.162607	0.985882	0.258824
Amp	 14	77942272	77942272	0.744936	0.162607	0.985882	0.258824
Amp	 14	77950883	77950883	0.744936	0.162607	0.985882	0.258824
Amp	 14	78161159	78161159	0.744936	0.162607	0.985882	0.258824
Amp	 14	81743658	81743658	0.744936	0.162607	0.985882	0.258824
Amp	 14	86087968	86087968	0.744936	0.162607	0.985882	0.258824
Amp	 14	86089057	86089057	0.744936	0.162607	0.985882	0.258824
Amp	 14	88935351	88935351	0.744936	0.162607	0.985882	0.258824
Amp	 14	88945535	88945535	0.744936	0.162607	0.985882	0.258824
Amp	 14	88946195	88946195	0.744936	0.162607	0.985882	0.258824
Amp	 14	88946519	88946519	0.744936	0.162607	0.985882	0.258824
Amp	 14	88946558	88946558	0.744936	0.162607	0.985882	0.258824
Amp	 14	90450973	90450973	0.744936	0.162607	0.985882	0.258824
Amp	 14	91662815	91662815	0.744936	0.162607	0.985882	0.258824
Amp	 14	92357630	92357630	0.744936	0.162607	0.985882	0.258824
Amp	 14	92562477	92562477	0.744936	0.162607	0.985882	0.258824
Amp	 14	93712565	93712565	0.744936	0.162607	0.985882	0.258824
Amp	 14	94048610	94048610	0.744936	0.162607	0.985882	0.258824
Amp	 14	94097204	94097204	0.744936	0.162607	0.985882	0.258824
Amp	 14	94524196	94524196	0.744936	0.162607	0.985882	0.258824
Amp	 14	94933695	94933695	0.744936	0.162607	0.985882	0.258824
Amp	 14	95080795	95080795	0.744936	0.162607	0.985882	0.258824
Amp	 14	95584002	95584002	0.744936	0.162607	0.985882	0.258824
Amp	 14	95599719	95599719	0.744936	0.162607	0.985882	0.258824
Amp	 14	95669683	95669683	0.744936	0.162607	0.985882	0.258824
Amp	 14	96771953	96771953	0.744936	0.162607	0.985882	0.258824
Amp	 14	97022575	97022575	0.744936	0.162607	0.985882	0.258824
Amp	 14	100331875	100331875	0.744936	0.162607	0.985882	0.258824
Amp	 14	100759683	100759683	0.744936	0.162607	0.985882	0.258824
Amp	 14	100808859	100808859	0.744936	0.162607	0.985882	0.258824
Amp	 14	102500738	102500738	0.744936	0.162607	0.985882	0.258824
Amp	 14	102675736	102675736	0.744936	0.162607	0.985882	0.258824
Amp	 14	102807867	102807867	0.744936	0.162607	0.985882	0.258824
Amp	 14	102931571	102931571	0.744936	0.162607	0.985882	0.258824
Amp	 14	103452906	103452906	0.744936	0.162607	0.985882	0.258824
Amp	 14	104029379	104029379	0.744936	0.162607	0.985882	0.258824
Amp	 14	104029379	104029379	0.744936	0.162607	0.985882	0.258824
Amp	 14	104206198	104206198	0.744936	0.162607	0.985882	0.258824
Amp	 14	104206363	104206363	0.744936	0.162607	0.985882	0.258824
Amp	 14	104638139	104638139	0.744936	0.162607	0.985882	0.258824
Amp	 14	104645703	104645703	0.744936	0.162607	0.985882	0.258824
Amp	 14	105406648	105406648	0.744936	0.162607	0.985882	0.258824
Amp	 14	105407350	105407350	0.744936	0.162607	0.985882	0.258824
Amp	 14	105410716	105410716	0.744936	0.162607	0.985882	0.258824
Amp	 14	105411211	105411211	0.744936	0.162607	0.985882	0.258824
Amp	 14	105415666	105415666	0.744936	0.162607	0.985882	0.258824
Amp	 14	105416161	105416161	0.744936	0.162607	0.985882	0.258824
Amp	 14	105416656	105416656	0.744936	0.162607	0.985882	0.258824
Amp	 14	105417151	105417151	0.744936	0.162607	0.985882	0.258824
Amp	 14	105417646	105417646	0.744936	0.162607	0.985882	0.258824
Amp	 14	105418141	105418141	0.744936	0.162607	0.985882	0.258824
Amp	 14	105477929	105477929	0.744936	0.162607	0.985882	0.258824
Amp	 14	105958005	105958005	0.744936	0.162607	0.985882	0.258824
Amp	 14	105958618	105958618	0.744936	0.162607	0.985882	0.258824
Amp	 15	24921724	24921724	0.744936	0.162607	0.985882	0.258824
Amp	 15	24923092	24923092	0.744936	0.162607	0.985882	0.258824
Amp	 15	24924355	24924355	0.744936	0.162607	0.985882	0.258824
Amp	 15	28515872	28515872	0.744936	0.162607	0.985882	0.258824
Amp	 15	28538093	28538093	0.744936	0.162607	0.985882	0.258824
Amp	 15	30003121	30003121	0.744936	0.162607	0.985882	0.258824
Amp	 15	30008974	30008974	0.744936	0.162607	0.985882	0.258824
Amp	 15	30012195	30012195	0.744936	0.162607	0.985882	0.258824
Amp	 15	31294380	31294380	0.744936	0.162607	0.985882	0.258824
Amp	 15	31339441	31339441	0.744936	0.162607	0.985882	0.258824
Amp	 15	32928653	32928653	0.744936	0.162607	0.985882	0.258824
Amp	 15	33260951	33260951	0.744936	0.162607	0.985882	0.258824
Amp	 15	33261161	33261161	0.744936	0.162607	0.985882	0.258824
Amp	 15	34382576	34382576	0.744936	0.162607	0.985882	0.258824
Amp	 15	38643474	38643474	0.744936	0.162607	0.985882	0.258824
Amp	 15	39544521	39544521	0.744936	0.162607	0.985882	0.258824
Amp	 15	39544707	39544707	0.744936	0.162607	0.985882	0.258824
Amp	 15	39910319	39910319	0.744936	0.162607	0.985882	0.258824
Amp	 15	40498545	40498545	0.744936	0.162607	0.985882	0.258824
Amp	 15	40599857	40599857	0.744936	0.162607	0.985882	0.258824
Amp	 15	40660670	40660670	0.744936	0.162607	0.985882	0.258824
Amp	 15	40751526	40751526	0.744936	0.162607	0.985882	0.258824
Amp	 15	40914432	40914432	0.744936	0.162607	0.985882	0.258824
Amp	 15	40915512	40915512	0.744936	0.162607	0.985882	0.258824
Amp	 15	40942535	40942535	0.744936	0.162607	0.985882	0.258824
Amp	 15	40947116	40947116	0.744936	0.162607	0.985882	0.258824
Amp	 15	41810346	41810346	0.744936	0.162607	0.985882	0.258824
Amp	 15	41810376	41810376	0.744936	0.162607	0.985882	0.258824
Amp	 15	41819655	41819655	0.744936	0.162607	0.985882	0.258824
Amp	 15	41859604	41859604	0.744936	0.162607	0.985882	0.258824
Amp	 15	41989094	41989094	0.744936	0.162607	0.985882	0.258824
Amp	 15	42115759	42115759	0.744936	0.162607	0.985882	0.258824
Amp	 15	42139683	42139683	0.744936	0.162607	0.985882	0.258824
Amp	 15	42139683	42139683	0.744936	0.162607	0.985882	0.258824
Amp	 15	42374487	42374487	0.744936	0.162607	0.985882	0.258824
Amp	 15	42437990	42437990	0.744936	0.162607	0.985882	0.258824
Amp	 15	42734348	42734348	0.744936	0.162607	0.985882	0.258824
Amp	 15	42978935	42978935	0.744936	0.162607	0.985882	0.258824
Amp	 15	42979685	42979685	0.744936	0.162607	0.985882	0.258824
Amp	 15	42986042	42986042	0.744936	0.162607	0.985882	0.258824
Amp	 15	43022958	43022958	0.744936	0.162607	0.985882	0.258824
Amp	 15	43426137	43426137	0.744936	0.162607	0.985882	0.258824
Amp	 15	43444053	43444053	0.744936	0.162607	0.985882	0.258824
Amp	 15	43622020	43622020	0.744936	0.162607	0.985882	0.258824
Amp	 15	43653452	43653452	0.744936	0.162607	0.985882	0.258824
Amp	 15	43707950	43707950	0.744936	0.162607	0.985882	0.258824
Amp	 15	43739659	43739659	0.744936	0.162607	0.985882	0.258824
Amp	 15	43819730	43819730	0.744936	0.162607	0.985882	0.258824
Amp	 15	43820420	43820420	0.744936	0.162607	0.985882	0.258824
Amp	 15	43820468	43820468	0.744936	0.162607	0.985882	0.258824
Amp	 15	43895606	43895606	0.744936	0.162607	0.985882	0.258824
Amp	 15	44134626	44134626	0.744936	0.162607	0.985882	0.258824
Amp	 15	44673052	44673052	0.744936	0.162607	0.985882	0.258824
Amp	 15	44905678	44905678	0.744936	0.162607	0.985882	0.258824
Amp	 15	44951408	44951408	0.744936	0.162607	0.985882	0.258824
Amp	 15	45412327	45412327	0.744936	0.162607	0.985882	0.258824
Amp	 15	45428808	45428808	0.744936	0.162607	0.985882	0.258824
Amp	 15	45694653	45694653	0.744936	0.162607	0.985882	0.258824
Amp	 15	45694815	45694815	0.744936	0.162607	0.985882	0.258824
Amp	 15	45710804	45710804	0.744936	0.162607	0.985882	0.258824
Amp	 15	48707757	48707757	0.744936	0.162607	0.985882	0.258824
Amp	 15	48713820	48713820	0.744936	0.162607	0.985882	0.258824
Amp	 15	49048677	49048677	0.744936	0.162607	0.985882	0.258824
Amp	 15	50474833	50474833	0.744936	0.162607	0.985882	0.258824
Amp	 15	50535199	50535199	0.744936	0.162607	0.985882	0.258824
Amp	 15	51285674	51285674	0.744936	0.162607	0.985882	0.258824
Amp	 15	51675636	51675636	0.744936	0.162607	0.985882	0.258824
Amp	 15	51763592	51763592	0.744936	0.162607	0.985882	0.258824
Amp	 15	52017122	52017122	0.744936	0.162607	0.985882	0.258824
Amp	 15	52073337	52073337	0.744936	0.162607	0.985882	0.258824
Amp	 15	52356134	52356134	0.744936	0.162607	0.985882	0.258824
Amp	 15	52575064	52575064	0.744936	0.162607	0.985882	0.258824
Amp	 15	53908064	53908064	0.744936	0.162607	0.985882	0.258824
Amp	 15	53992036	53992036	0.744936	0.162607	0.985882	0.258824
Amp	 15	54003091	54003091	0.744936	0.162607	0.985882	0.258824
Amp	 15	55839077	55839077	0.744936	0.162607	0.985882	0.258824
Amp	 15	55964828	55964828	0.744936	0.162607	0.985882	0.258824
Amp	 15	56125232	56125232	0.744936	0.162607	0.985882	0.258824
Amp	 15	56208221	56208221	0.744936	0.162607	0.985882	0.258824
Amp	 15	56959132	56959132	0.744936	0.162607	0.985882	0.258824
Amp	 15	57490007	57490007	0.744936	0.162607	0.985882	0.258824
Amp	 15	57896498	57896498	0.744936	0.162607	0.985882	0.258824
Amp	 15	57896498	57896498	0.744936	0.162607	0.985882	0.258824
Amp	 15	58904176	58904176	0.744936	0.162607	0.985882	0.258824
Amp	 15	58938399	58938399	0.744936	0.162607	0.985882	0.258824
Amp	 15	59063812	59063812	0.744936	0.162607	0.985882	0.258824
Amp	 15	59359221	59359221	0.744936	0.162607	0.985882	0.258824
Amp	 15	59368244	59368244	0.744936	0.162607	0.985882	0.258824
Amp	 15	60740290	60740290	0.744936	0.162607	0.985882	0.258824
Amp	 15	60745827	60745827	0.744936	0.162607	0.985882	0.258824
Amp	 15	62148522	62148522	0.744936	0.162607	0.985882	0.258824
Amp	 15	62211615	62211615	0.744936	0.162607	0.985882	0.258824
Amp	 15	62212331	62212331	0.744936	0.162607	0.985882	0.258824
Amp	 15	63089492	63089492	0.744936	0.162607	0.985882	0.258824
Amp	 15	64017673	64017673	0.744936	0.162607	0.985882	0.258824
Amp	 15	64388256	64388256	0.744936	0.162607	0.985882	0.258824
Amp	 15	65370487	65370487	0.744936	0.162607	0.985882	0.258824
Amp	 15	66791902	66791902	0.744936	0.162607	0.985882	0.258824
Amp	 15	66813518	66813518	0.744936	0.162607	0.985882	0.258824
Amp	 15	66850182	66850182	0.744936	0.162607	0.985882	0.258824
Amp	 15	67004039	67004039	0.744936	0.162607	0.985882	0.258824
Amp	 15	67878237	67878237	0.744936	0.162607	0.985882	0.258824
Amp	 15	68605133	68605133	0.744936	0.162607	0.985882	0.258824
Amp	 15	68643044	68643044	0.744936	0.162607	0.985882	0.258824
Amp	 15	69732819	69732819	0.744936	0.162607	0.985882	0.258824
Amp	 15	70348700	70348700	0.744936	0.162607	0.985882	0.258824
Amp	 15	70349901	70349901	0.744936	0.162607	0.985882	0.258824
Amp	 15	72300189	72300189	0.744936	0.162607	0.985882	0.258824
Amp	 15	72455965	72455965	0.744936	0.162607	0.985882	0.258824
Amp	 15	73418797	73418797	0.744936	0.162607	0.985882	0.258824
Amp	 15	73536834	73536834	0.744936	0.162607	0.985882	0.258824
Amp	 15	73541422	73541422	0.744936	0.162607	0.985882	0.258824
Amp	 15	73735591	73735591	0.744936	0.162607	0.985882	0.258824
Amp	 15	74277170	74277170	0.744936	0.162607	0.985882	0.258824
Amp	 15	74623602	74623602	0.744936	0.162607	0.985882	0.258824
Amp	 15	75042708	75042708	0.744936	0.162607	0.985882	0.258824
Amp	 15	75108980	75108980	0.744936	0.162607	0.985882	0.258824
Amp	 15	75188613	75188613	0.744936	0.162607	0.985882	0.258824
Amp	 15	75932091	75932091	0.744936	0.162607	0.985882	0.258824
Amp	 15	75980677	75980677	0.744936	0.162607	0.985882	0.258824
Amp	 15	76165812	76165812	0.744936	0.162607	0.985882	0.258824
Amp	 15	77474081	77474081	0.744936	0.162607	0.985882	0.258824
Amp	 15	78316547	78316547	0.744936	0.162607	0.985882	0.258824
Amp	 15	78567891	78567891	0.744936	0.162607	0.985882	0.258824
Amp	 15	78786367	78786367	0.744936	0.162607	0.985882	0.258824
Amp	 15	79058528	79058528	0.744936	0.162607	0.985882	0.258824
Amp	 15	79586498	79586498	0.744936	0.162607	0.985882	0.258824
Amp	 15	79755593	79755593	0.744936	0.162607	0.985882	0.258824
Amp	 15	80181479	80181479	0.744936	0.162607	0.985882	0.258824
Amp	 15	80181479	80181479	0.744936	0.162607	0.985882	0.258824
Amp	 15	81637282	81637282	0.744936	0.162607	0.985882	0.258824
Amp	 15	82444138	82444138	0.744936	0.162607	0.985882	0.258824
Amp	 15	83330615	83330615	0.744936	0.162607	0.985882	0.258824
Amp	 15	83440947	83440947	0.744936	0.162607	0.985882	0.258824
Amp	 15	83478684	83478684	0.744936	0.162607	0.985882	0.258824
Amp	 15	83499559	83499559	0.744936	0.162607	0.985882	0.258824
Amp	 15	83561522	83561522	0.744936	0.162607	0.985882	0.258824
Amp	 15	84558939	84558939	0.744936	0.162607	0.985882	0.258824
Amp	 15	85197498	85197498	0.744936	0.162607	0.985882	0.258824
Amp	 15	85326421	85326421	0.744936	0.162607	0.985882	0.258824
Amp	 15	85326715	85326715	0.744936	0.162607	0.985882	0.258824
Amp	 15	85343186	85343186	0.744936	0.162607	0.985882	0.258824
Amp	 15	85343204	85343204	0.744936	0.162607	0.985882	0.258824
Amp	 15	85383421	85383421	0.744936	0.162607	0.985882	0.258824
Amp	 15	85401259	85401259	0.744936	0.162607	0.985882	0.258824
Amp	 15	85431038	85431038	0.744936	0.162607	0.985882	0.258824
Amp	 15	86123497	86123497	0.744936	0.162607	0.985882	0.258824
Amp	 15	86286802	86286802	0.744936	0.162607	0.985882	0.258824
Amp	 15	86800154	86800154	0.744936	0.162607	0.985882	0.258824
Amp	 15	89169484	89169484	0.744936	0.162607	0.985882	0.258824
Amp	 15	89398407	89398407	0.744936	0.162607	0.985882	0.258824
Amp	 15	89400525	89400525	0.744936	0.162607	0.985882	0.258824
Amp	 15	89401992	89401992	0.744936	0.162607	0.985882	0.258824
Amp	 15	89402136	89402136	0.744936	0.162607	0.985882	0.258824
Amp	 15	89738488	89738488	0.744936	0.162607	0.985882	0.258824
Amp	 15	89849274	89849274	0.744936	0.162607	0.985882	0.258824
Amp	 15	89859992	89859992	0.744936	0.162607	0.985882	0.258824
Amp	 15	90164768	90164768	0.744936	0.162607	0.985882	0.258824
Amp	 15	90166981	90166981	0.744936	0.162607	0.985882	0.258824
Amp	 15	90167152	90167152	0.744936	0.162607	0.985882	0.258824
Amp	 15	90168103	90168103	0.744936	0.162607	0.985882	0.258824
Amp	 15	90168349	90168349	0.744936	0.162607	0.985882	0.258824
Amp	 15	90168538	90168538	0.744936	0.162607	0.985882	0.258824
Amp	 15	90969374	90969374	0.744936	0.162607	0.985882	0.258824
Amp	 15	91341523	91341523	0.744936	0.162607	0.985882	0.258824
Amp	 15	91352385	91352385	0.744936	0.162607	0.985882	0.258824
Amp	 15	91454767	91454767	0.744936	0.162607	0.985882	0.258824
Amp	 15	98513882	98513882	0.744936	0.162607	0.985882	0.258824
Amp	 15	98995197	98995197	0.744936	0.162607	0.985882	0.258824
Amp	 15	99672788	99672788	0.744936	0.162607	0.985882	0.258824
Amp	 15	100230605	100230605	0.744936	0.162607	0.985882	0.258824
Amp	 15	100269596	100269596	0.744936	0.162607	0.985882	0.258824
Amp	 15	100591884	100591884	0.744936	0.162607	0.985882	0.258824
Amp	 15	102186966	102186966	0.744936	0.162607	0.985882	0.258824
Amp	 16	167358	167358	0.744936	0.162607	0.985882	0.258824
Amp	 16	223529	223529	0.744936	0.162607	0.985882	0.258824
Amp	 16	227340	227340	0.744936	0.162607	0.985882	0.258824
Amp	 16	425238	425238	0.744936	0.162607	0.985882	0.258824
Amp	 16	521298	521298	0.744936	0.162607	0.985882	0.258824
Amp	 16	633153	633153	0.744936	0.162607	0.985882	0.258824
Amp	 16	711958	711958	0.744936	0.162607	0.985882	0.258824
Amp	 16	818687	818687	0.744936	0.162607	0.985882	0.258824
Amp	 16	863386	863386	0.744936	0.162607	0.985882	0.258824
Amp	 16	1642477	1642477	0.744936	0.162607	0.985882	0.258824
Amp	 16	1718003	1718003	0.744936	0.162607	0.985882	0.258824
Amp	 16	1827135	1827135	0.744936	0.162607	0.985882	0.258824
Amp	 16	2025253	2025253	0.744936	0.162607	0.985882	0.258824
Amp	 16	2026871	2026871	0.744936	0.162607	0.985882	0.258824
Amp	 16	2124292	2124292	0.744936	0.162607	0.985882	0.258824
Amp	 16	2140530	2140530	0.744936	0.162607	0.985882	0.258824
Amp	 16	2160882	2160882	0.744936	0.162607	0.985882	0.258824
Amp	 16	2161812	2161812	0.744936	0.162607	0.985882	0.258824
Amp	 16	2229887	2229887	0.744936	0.162607	0.985882	0.258824
Amp	 16	2338233	2338233	0.744936	0.162607	0.985882	0.258824
Amp	 16	2522424	2522424	0.744936	0.162607	0.985882	0.258824
Amp	 16	2810469	2810469	0.744936	0.162607	0.985882	0.258824
Amp	 16	2813054	2813054	0.744936	0.162607	0.985882	0.258824
Amp	 16	2813903	2813903	0.744936	0.162607	0.985882	0.258824
Amp	 16	2814518	2814518	0.744936	0.162607	0.985882	0.258824
Amp	 16	2815475	2815475	0.744936	0.162607	0.985882	0.258824
Amp	 16	2815586	2815586	0.744936	0.162607	0.985882	0.258824
Amp	 16	2817389	2817389	0.744936	0.162607	0.985882	0.258824
Amp	 16	2818235	2818235	0.744936	0.162607	0.985882	0.258824
Amp	 16	2819273	2819273	0.744936	0.162607	0.985882	0.258824
Amp	 16	3024565	3024565	0.744936	0.162607	0.985882	0.258824
Amp	 16	3072964	3072964	0.744936	0.162607	0.985882	0.258824
Amp	 16	3073357	3073357	0.744936	0.162607	0.985882	0.258824
Amp	 16	3165390	3165390	0.744936	0.162607	0.985882	0.258824
Amp	 16	3188755	3188755	0.744936	0.162607	0.985882	0.258824
Amp	 16	3274595	3274595	0.744936	0.162607	0.985882	0.258824
Amp	 16	3293598	3293598	0.744936	0.162607	0.985882	0.258824
Amp	 16	3339516	3339516	0.744936	0.162607	0.985882	0.258824
Amp	 16	3434656	3434656	0.744936	0.162607	0.985882	0.258824
Amp	 16	3656501	3656501	0.744936	0.162607	0.985882	0.258824
Amp	 16	3658514	3658514	0.744936	0.162607	0.985882	0.258824
Amp	 16	3778998	3778998	0.744936	0.162607	0.985882	0.258824
Amp	 16	3817813	3817813	0.744936	0.162607	0.985882	0.258824
Amp	 16	3819206	3819206	0.744936	0.162607	0.985882	0.258824
Amp	 16	3820914	3820914	0.744936	0.162607	0.985882	0.258824
Amp	 16	3832744	3832744	0.744936	0.162607	0.985882	0.258824
Amp	 16	4043504	4043504	0.744936	0.162607	0.985882	0.258824
Amp	 16	4731645	4731645	0.744936	0.162607	0.985882	0.258824
Amp	 16	4790245	4790245	0.744936	0.162607	0.985882	0.258824
Amp	 16	4790254	4790254	0.744936	0.162607	0.985882	0.258824
Amp	 16	4797008	4797008	0.744936	0.162607	0.985882	0.258824
Amp	 16	4797457	4797457	0.744936	0.162607	0.985882	0.258824
Amp	 16	9014291	9014291	0.744936	0.162607	0.985882	0.258824
Amp	 16	9858063	9858063	0.744936	0.162607	0.985882	0.258824
Amp	 16	10566005	10566005	0.744936	0.162607	0.985882	0.258824
Amp	 16	15730078	15730078	0.744936	0.162607	0.985882	0.258824
Amp	 16	16244537	16244537	0.744936	0.162607	0.985882	0.258824
Amp	 16	16272677	16272677	0.744936	0.162607	0.985882	0.258824
Amp	 16	16349988	16349988	0.744936	0.162607	0.985882	0.258824
Amp	 16	19184873	19184873	0.744936	0.162607	0.985882	0.258824
Amp	 16	19195156	19195156	0.744936	0.162607	0.985882	0.258824
Amp	 16	19548793	19548793	0.744936	0.162607	0.985882	0.258824
Amp	 16	19659182	19659182	0.744936	0.162607	0.985882	0.258824
Amp	 16	20811667	20811667	0.744936	0.162607	0.985882	0.258824
Amp	 16	20814173	20814173	0.744936	0.162607	0.985882	0.258824
Amp	 16	20959821	20959821	0.744936	0.162607	0.985882	0.258824
Amp	 16	20974695	20974695	0.744936	0.162607	0.985882	0.258824
Amp	 16	20994160	20994160	0.744936	0.162607	0.985882	0.258824
Amp	 16	21139071	21139071	0.744936	0.162607	0.985882	0.258824
Amp	 16	21222639	21222639	0.744936	0.162607	0.985882	0.258824
Amp	 16	21415478	21415478	0.744936	0.162607	0.985882	0.258824
Amp	 16	21416094	21416094	0.744936	0.162607	0.985882	0.258824
Amp	 16	21416232	21416232	0.744936	0.162607	0.985882	0.258824
Amp	 16	22358737	22358737	0.744936	0.162607	0.985882	0.258824
Amp	 16	23079890	23079890	0.744936	0.162607	0.985882	0.258824
Amp	 16	23080019	23080019	0.744936	0.162607	0.985882	0.258824
Amp	 16	23379200	23379200	0.744936	0.162607	0.985882	0.258824
Amp	 16	23400323	23400323	0.744936	0.162607	0.985882	0.258824
Amp	 16	23500012	23500012	0.744936	0.162607	0.985882	0.258824
Amp	 16	23641493	23641493	0.744936	0.162607	0.985882	0.258824
Amp	 16	23647307	23647307	0.744936	0.162607	0.985882	0.258824
Amp	 16	23652468	23652468	0.744936	0.162607	0.985882	0.258824
Amp	 16	23672505	23672505	0.744936	0.162607	0.985882	0.258824
Amp	 16	24582889	24582889	0.744936	0.162607	0.985882	0.258824
Amp	 16	24788293	24788293	0.744936	0.162607	0.985882	0.258824
Amp	 16	24818100	24818100	0.744936	0.162607	0.985882	0.258824
Amp	 16	25251216	25251216	0.744936	0.162607	0.985882	0.258824
Amp	 16	27221905	27221905	0.744936	0.162607	0.985882	0.258824
Amp	 16	27374085	27374085	0.744936	0.162607	0.985882	0.258824
Amp	 16	27374883	27374883	0.744936	0.162607	0.985882	0.258824
Amp	 16	28354295	28354295	0.744936	0.162607	0.985882	0.258824
Amp	 16	28497719	28497719	0.744936	0.162607	0.985882	0.258824
